18623492,111
15553141,D004D33
13180083,D005E20
17976173,107
16264417,111
17917134,180
16925320,164
16925320,166
16869888,D003C24
12192190,200
16869888,D003C27
14505339,149
16869888,D003C21
16075456,181
16925320,169
14505339,146
15553141,D004D29
15553141,D004D25
13066138,D003C39
11641950,166
16754371,200
11641950,168
18580513,115
13180083,D005E18
16925320,175
14195974,D002B18
17933969,D003C12
16925320,177
13066138,180
14195974,D002B16
18517142,131
15741278,182
17714836,149
16869888,D003C16
14130958,D005E30
13180083,D005E19
16075456,157
16545905,182
17933969,D003C09
18983218,181
17933969,D003C07
14130958,D005E29
18517142,161
14195974,D002B26
14195974,D002B24
18517142,166
14195974,D002B20
14195974,D002B21
16925320,189
11384518,146
18109355,182
14505339,168
14505339,150
18623492,143
17917134,178
15551501,108
11675665,115
14944496,197
15741278,161
17714836,166
14130958,D005E15
15741278,166
14130958,D005E12
14130958,D005E13
18623492,158
16139472,200
16545905,161
16264417,157
16264417,160
16545905,156
18517142,187
16365457,169
17254530,D003C19
14613539,108
18623492,169
18623492,168
17976173,131
12507539,126
13458924,126
12630221,171
16264417,152
17663674,178
18911225,D004D07
16075456,111
18911225,D004D03
13458924,111
18911225,D004D04
15551501,137
18911225,D004D05
13026057,﻿103
11641950,175
16365457,143
12999878,D002B31
12999878,D002B30
16214530,199
18623492,171
12999878,D002B34
18186664,200
13066138,115
14086170,111
16075456,107
16545905,146
17933969,D003C35
17933969,D003C34
17933969,D003C32
11641950,186
16365457,153
13413061,115
18623492,D003C16
18369734,D003C17
18623492,D003C18
18623492,D003C19
18369734,D003C18
11675665,161
16754371,D004D07
14613539,155
11958163,158
14613539,153
15741278,111
12794341,D005E35
16444003,﻿D001A01
11958163,155
11958163,152
13850377,107
11052377,158
13458924,168
18623492,D003C20
11384518,198
16448039,130
11958163,181
11420420,111
12304810,D003C38
15551501,173
17254530,D003C27
15551501,178
11325933,D001A37
14522837,149
11325933,D001A39
12957105,D005E34
17254530,D003C24
15405915,D003C09
15405915,D003C07
15405915,D003C12
15551501,189
17507015,200
11675665,199
12949859,181
15964551,D001A11
13066138,D003C08
13066138,D003C05
13066138,D003C04
11699098,175
13413061,152
11699098,178
15743856,187
15743856,189
14918608,D004D08
13066138,D003C02
14918608,D004D09
15077182,130
15405915,D003C34
12071396,D001A36
12071396,D001A38
11052377,197
14446562,D001A23
16448039,178
14446562,D001A29
11420420,164
14446562,D001A27
18321025,185
17361219,186
17361219,182
16075456,199
14165898,177
11384518,192
14165898,178
11699098,156
11710000,107
11384518,186
16448039,185
13617160,D003C02
13617160,D003C04
14522837,199
14086170,197
14165898,187
16075456,187
13458924,189
12630221,111
18321025,198
14918608,D004D10
11675665,158
14613539,160
13251716,111
14613539,164
16360899,111
11366804,D003C39
17873313,D005E02
17507015,137
14890181,160
13553749,107
16732622,D004D20
14320616,D002B09
14320616,D002B05
14320616,D002B04
17873313,D005E03
14165898,161
18810218,D004D02
17507015,144
14704164,178
18511553,187
17507015,148
15120243,124
14890181,177
11453382,168
16732622,D004D15
11267469,199
14245270,D003C13
14245270,D003C11
18947507,157
11453382,161
15219647,D004D09
17769907,180
12468925,192
18810218,D004D06
13850377,159
11763630,156
12996775,D005E35
11201114,181
12099365,D004D37
12099365,D004D38
15587871,D005E08
12586915,186
12099365,D004D39
15219647,D004D13
15844246,153
15219647,D004D14
14171044,D005E05
16870821,D005E11
16870821,D005E10
16360899,146
11267469,181
16870821,D005E15
18297504,200
13850377,155
11267469,182
14890550,D005E16
14171044,D005E10
11420420,187
14704164,197
11552570,D004D36
11552570,D004D35
11201114,175
14165898,148
12400016,200
12586915,177
15120243,148
11453382,149
12468925,177
14245270,D003C30
12468925,175
14396856,152
14890550,D005E25
14245270,D003C33
14245270,D003C38
11535881,D003C39
18109355,200
14165898,115
13641174,143
13739523,177
17754959,D005E04
17754959,D005E03
17025034,﻿103
13739523,180
17507015,186
18511553,144
11201114,159
14890181,130
18947507,192
15743856,111
17507015,181
12468925,150
16870821,D005E06
18132894,149
11763630,111
11675665,D001A35
12686899,D001A20
11675665,D001A36
13103890,D001A36
13103890,D001A35
13103890,D001A39
13739523,198
12468925,149
13739523,199
12686899,D001A26
12686899,D001A23
12686899,D001A24
14890181,107
12686899,D001A27
12686899,D001A28
12686899,D001A32
15844246,107
18132894,155
18513362,107
18511553,164
18513362,108
16618942,D005E30
18511553,168
18947507,173
11366804,D003C03
12919424,D003C31
12919424,D003C33
13553749,186
12919424,D003C30
12468925,126
11444002,174
18983218,111
12919424,D003C29
16155175,D001A15
13553749,192
13553749,173
17877598,197
18513362,126
15853279,D004D30
14635291,175
12999878,D002B28
16545905,124
16155175,D001A09
18511553,107
11267469,111
18954843,156
15853279,D004D31
12919424,D003C14
12230739,124
18760559,107
17723704,D003C27
13553749,164
16214530,157
15992105,200
13553749,168
18511553,131
11267469,107
16952115,178
15853279,D004D25
11444002,156
15853279,D004D23
16925320,108
15853279,D004D28
13955298,D002B38
13955298,D002B35
11571985,173
16240674,D003C07
13955298,D002B36
17723704,D003C16
13955298,D002B33
17723704,D003C17
17723704,D003C19
13955298,D002B32
16286943,199
13553749,159
17769907,115
13739523,164
16925320,111
16952115,164
13955298,D002B28
12919424,D003C38
15802334,D004D26
14430001,D004D34
17051579,189
14933078,D002B02
17770921,164
14933078,D002B01
14933078,D002B06
14933078,D002B05
14933078,D002B04
15844246,178
17714836,174
15844246,174
18983218,156
11552570,131
16240674,D003C12
15622934,D003C01
17714836,177
17714836,178
12230739,192
16135209,149
11525231,D001A37
18796365,D003C24
16214530,149
14430001,D004D24
15650541,D002B26
15650541,D002B24
14430001,D004D28
14704164,131
15802334,D004D30
17770921,153
15802334,D004D34
15802334,D004D32
16925320,131
18844227,200
13981314,D001A24
14944496,177
13981314,D001A27
13981314,D001A26
11444002,124
17714836,180
13981314,D001A29
11444002,126
16135209,131
18983218,169
15650541,D002B20
17051579,182
18796365,D003C21
11763630,199
18513362,178
18947507,108
18796365,D003C16
12230739,164
17770921,143
14890181,181
14704164,148
15383565,D001A17
15383565,D001A16
13739523,111
15383565,D001A13
11444002,115
15383565,D001A10
11552570,153
12230739,174
12507539,174
16214530,124
14704164,150
17769907,153
17769907,150
14704164,156
15383565,D001A09
14890181,192
15844246,189
18917134,D005E04
11552570,143
14890181,197
14933078,D002B09
15844246,185
14944496,153
14944496,152
16925320,150
18983218,143
18513362,180
18983218,148
18513362,181
13739523,126
16925320,159
17051579,144
15084139,D005E14
17051579,146
13645117,D002B34
18844227,D001A03
16359322,D003C35
15084139,D005E13
18844227,D001A05
18844227,D001A04
16359322,D003C32
11552570,175
17416649,197
16517090,153
12099365,146
14699632,D003C12
16952115,107
17866032,D003C25
14122155,182
17794050,D001A09
13066545,﻿103
12614144,168
13012652,D003C36
14122155,158
16359322,D003C10
14122155,159
18407415,D003C26
16559235,199
14473021,146
12614144,152
14122155,168
13473700,108
11552570,186
17051579,164
16559235,130
15011031,187
13012652,D003C14
18583858,131
16754371,130
13012652,D003C15
16952115,158
14931615,D002B18
14792530,D003C35
17877598,148
17877598,150
13234057,111
17877598,155
15011031,197
15011031,199
12614144,130
13012652,D003C23
14971571,D004D30
13012652,D003C29
16952115,149
16952115,148
16952115,146
12901487,175
12192190,111
12901487,174
17877598,156
12901487,173
14971571,D004D27
16754371,115
15011031,166
11345131,D003C02
18855239,D005E04
14971571,D004D22
11427785,137
12805060,D001A24
16952115,131
14792530,D003C12
12192190,145
12805060,D001A22
12099365,178
15623763,155
12805060,D001A21
12099365,175
15503428,146
17877598,173
18455484,200
17051579,111
12614144,111
13473700,144
13473700,145
11345131,D003C08
14792530,D003C28
17781130,D004D07
11793886,D003C05
15011031,178
17286889,115
16559235,166
15503428,153
12805060,D001A32
14374854,161
15120243,197
13179179,182
16139472,D005E08
16139472,D005E07
16139472,D005E06
13179179,185
11427785,159
12992269,173
13179179,189
12323214,185
12192190,166
14473021,197
18565137,169
16139472,D005E11
16139472,D005E15
13473700,166
17416649,107
16139472,D005E12
14918608,﻿103
18565137,156
12323214,171
12201355,199
15601290,D005E12
14771332,D001A21
15601290,D005E11
16139472,D005E22
13473700,197
13473700,198
11427785,174
11427785,173
17606539,130
14374854,181
11052377,D002B38
14374854,187
16139472,D005E29
17606539,137
11052377,D002B32
12992269,155
11052377,D002B33
14771332,D001A27
15601290,D005E06
14771332,D001A29
14771332,D001A23
14729288,189
11427785,164
18542806,146
15623763,185
11427785,161
16754371,144
11052377,D002B28
12408283,D001A36
12408283,D001A38
14729288,178
12099365,115
18542806,157
12323214,145
15587871,D005E22
17606539,D001A04
17606539,D001A03
14539585,181
17606539,D001A02
11339645,D001A38
11339645,D001A35
14122155,130
12099365,111
12611243,D002B17
14771332,D001A30
12939725,D002B26
15587871,D005E13
14771332,D001A32
15587871,D005E15
15587871,D005E10
12939725,D002B22
12939725,D002B23
12939725,D002B24
12939725,D002B25
17877598,D001A12
12939725,D002B20
17606539,143
17877598,D001A10
14122155,144
17991177,152
17416649,149
17991177,153
17416649,148
12201355,180
18542806,173
17866032,D003C10
18610394,152
15120243,171
18680872,200
16754371,198
14510913,152
16341735,﻿103
12899478,D001A30
17794050,D001A12
16700398,D005E05
12899478,D001A32
17794050,D001A13
14502994,108
16700398,D005E06
17794050,D001A16
17794050,D001A17
18610394,158
18565137,146
18542806,181
12305021,D005E16
17794050,D001A19
11535881,D003C03
12201355,169
14510913,149
15587871,D005E31
12323214,157
17866032,D003C07
17991177,174
12611243,D002B21
18565137,131
17416649,D003C34
12899478,D001A24
12611243,D002B24
16700398,D005E13
16700398,D005E14
17416649,164
12899478,D001A29
14502994,111
16700398,D005E10
11347197,D001A35
17028514,D005E30
17028514,D005E31
17317143,130
12029163,111
13786291,168
15946039,198
18403815,137
17377505,D002B01
14545270,D004D08
16313478,D001A06
17377505,D002B04
13917962,D002B28
18403815,130
14539585,144
16313478,D001A02
12286685,D001A30
17377505,D002B08
13917962,D002B27
14545270,D004D11
12937698,﻿103
13425122,107
11509551,D005E33
16796727,160
12201355,145
14205266,145
12071396,155
14205266,144
13228496,D004D30
14099995,189
12308565,108
17377505,D002B11
17377505,D002B12
14099995,185
13228496,D004D32
17377505,D002B15
11699098,149
14539585,152
14334372,124
13917962,D002B37
12954712,131
13917962,D002B38
11255532,D003C39
18003445,143
13797062,198
13957917,155
16139472,189
17028514,D005E10
17317143,111
14334372,131
11765203,171
13228496,D004D25
12949859,D002B26
14635260,189
18844227,111
17028514,D005E15
15946039,174
12949859,D002B20
12949859,D002B22
11255532,D003C03
11255532,D003C04
14505339,D004D27
17028514,D005E22
13957917,168
13786291,137
11884899,﻿103
16796727,124
16280710,D002B01
16280710,D002B02
16280710,D002B08
16280710,D002B05
17758630,182
18403815,144
17758630,180
14545270,D004D15
14545270,D004D18
16280710,D002B09
12954712,111
14635260,199
14545270,D004D20
14505339,D004D33
11347197,D001A39
15946039,180
15946039,181
13251716,158
18003445,126
18373416,D004D05
16280710,D002B10
18373416,D004D06
16280710,D002B11
17317143,173
18373416,D004D07
12071396,124
12376134,146
11470926,111
16280710,D002B14
16280710,D002B12
16280710,D002B13
18321025,﻿103
18373416,D004D03
18373416,D004D04
18003445,197
15430763,171
14506962,D004D33
14506962,D004D32
14506962,D004D31
14374854,137
14502994,174
12954712,171
11765203,161
14334372,168
14334372,169
14760052,D001A21
12954712,177
13425122,137
14760052,D001A22
14760052,D001A23
13797062,156
17028514,D005E06
15430763,186
14502994,178
14205266,158
14539585,126
16899032,D005E03
16796727,174
13957917,111
13786291,186
12071396,146
14205266,152
17404950,200
12071396,149
14502994,182
13786291,180
18844227,157
17377505,145
17717470,D004D15
15209884,D004D18
18003445,175
17717470,D004D18
14729288,149
15682183,198
14502994,189
14374854,158
13697362,D001A36
15682183,180
13957917,124
14205266,164
14374854,150
18403815,189
14539585,130
12400016,126
11931651,144
14720992,D004D11
14506962,D004D23
14720992,D004D13
12954712,159
18003445,164
14506962,D004D29
14720992,D004D10
14205266,161
18003445,168
14720992,D004D16
13425122,111
14506962,D004D21
14720992,D004D17
16492778,197
13234057,146
15572497,D002B07
15971759,D005E07
12029163,199
13425122,181
12029163,198
13425122,182
15572497,D002B05
18263627,150
13366158,164
17514356,156
11931651,171
15320180,D004D15
15320180,D004D18
15320180,D004D12
11147359,﻿103
15011031,150
18718251,200
16268316,﻿D001A01
11350390,197
11931651,164
13366158,150
17514356,149
15760670,D002B15
12376134,175
11657245,148
12086837,148
13234057,153
12376134,171
12246978,108
16086104,﻿103
17286889,177
17286889,171
12086837,182
13234057,126
13462073,D003C14
13462073,D003C13
18758661,169
12400016,157
18263627,177
17663674,148
18758661,161
11657245,177
14760052,D001A31
17286889,169
15862665,﻿103
17286889,164
16139472,111
18263627,180
14635260,107
15946039,108
12029163,181
15946039,107
11931651,186
14635260,111
12400016,166
17663674,155
11931651,185
17663674,153
11765203,107
13425122,150
11657245,168
15572497,D002B11
15572497,D002B12
13425122,155
16559235,126
18758661,107
16139472,166
11470926,199
12246978,155
13462073,D003C33
13462073,D003C36
17758630,150
11350390,146
15946039,152
17810727,143
12071396,197
15946039,169
15946039,164
17317143,107
12029163,160
16705296,111
18580513,161
13366158,111
16545905,200
17810727,131
12086837,186
12029163,137
13957917,199
11470926,178
17514356,131
11657245,131
17758630,131
11470926,186
15760670,D002B09
16893688,D001A03
13234057,177
14197821,108
12029163,145
12472915,D004D35
14197821,107
11632897,D001A38
18580513,177
12472915,D004D36
18580513,181
11509551,D005E28
18580513,187
18109355,130
14635260,150
13981314,153
16924175,D001A09
17314613,D001A15
16258803,182
11036335,174
12122224,D004D21
13015140,D002B16
12122224,D004D24
12607711,D001A22
12122224,D004D23
12607711,D001A28
17314613,D001A10
12041569,D004D22
18419512,198
12041569,D004D25
17007232,146
18819710,199
12041569,D004D24
12607711,D001A20
12041569,D004D27
17314613,D001A13
12041569,D004D26
17314613,D001A12
12445808,D003C08
16924175,D001A19
16924175,D001A18
14130958,130
16921737,143
13981314,169
16258803,171
13015140,D002B24
16258803,173
13015140,D002B22
12122224,D004D31
17320806,﻿103
12122224,D004D32
12122224,D004D33
12122224,D004D34
16258803,181
12041569,D004D31
12041569,D004D34
15572497,169
12445808,D003C04
16299900,D005E08
15921192,111
16299900,D005E14
14771870,164
16299900,D005E10
13066164,200
17198425,D005E07
14771870,161
17198425,D005E06
15572497,158
16924175,﻿103
18819710,174
16299900,D005E29
14400705,﻿103
17198425,D005E11
13981314,148
17198425,D005E15
18804317,D005E03
15039407,161
14771870,178
12607711,D001A29
18348188,131
17028514,197
13839289,D003C23
12607711,D001A31
14130958,148
16164562,D001A14
17198425,D005E22
16164562,D001A19
16164562,D001A18
16299900,D005E31
12809484,D001A37
13930854,107
12809484,D001A39
17754959,187
18348188,187
17028514,182
18819710,159
16164562,D001A13
15201083,D001A19
16633847,108
17028514,187
16164562,D001A12
18455484,115
14699632,164
15201083,D001A16
15201083,D001A18
15201083,D001A11
16921737,189
15201083,D001A12
14130958,173
15201083,D001A13
11201114,D004D36
17754959,178
16921737,186
11201114,D004D39
16280710,171
17754959,177
11201114,D004D38
15201083,D001A10
16258803,131
18760559,D001A02
18760559,D001A05
17007232,199
18455484,107
15201083,D001A09
14699632,174
18760559,D001A07
12974599,144
18680872,161
12974599,175
12957872,145
17007232,161
14197821,171
14197821,178
13930854,126
14197821,177
14294121,D003C32
14294121,D003C34
14699632,185
14699632,186
14294121,D003C25
16921737,160
18348188,175
17965064,D005E03
17965064,D005E02
17965064,D005E01
11339645,180
13981314,107
11339645,182
15843749,D005E31
17965064,D005E04
12974599,166
15773235,D001A33
15773235,D001A32
18635759,D003C24
18635759,D003C27
13825862,D003C08
16335831,D004D18
17723704,160
15430763,130
16335831,D004D10
14294121,D003C12
15668077,158
17522194,199
16964568,D005E22
11421522,131
15773235,D001A21
15815841,126
15248750,164
15773235,D001A20
18610848,160
14294121,D003C09
16335831,D004D09
18610848,153
18610848,155
13825862,D003C04
13825862,D003C03
17377505,153
17723704,155
16964568,D005E30
15773235,D001A29
15773235,D001A26
15430763,148
12304810,161
15430763,146
11411900,192
14955513,155
11339645,152
17483982,153
14955513,158
11421522,158
15022326,126
15234065,D002B23
17483982,158
15234065,D002B25
12841622,D002B37
15136775,D005E19
18610848,164
11421522,D002B33
11103519,D002B29
15136775,D005E18
17723704,182
13825862,D003C39
11421522,D002B37
17723704,187
11421522,D002B36
15676216,﻿103
15430763,111
12304810,175
11120600,D005E35
11120600,D005E32
15234065,D002B16
11120600,D005E27
11411900,180
15815841,148
12841622,D002B29
15234065,D002B18
11339645,149
16280710,150
18635759,D003C16
15136775,D005E20
17483982,169
17377505,178
15136775,D005E25
17377505,173
11421522,D002B27
15136775,D005E23
12304810,185
15668077,146
11421522,D002B28
11421522,164
15248750,146
11421522,166
15248750,144
17670991,130
17482415,169
17522194,155
13791690,168
17483982,185
13312008,D002B17
18455484,181
13312008,D002B18
17522194,160
17482415,160
13312008,D002B16
17377505,198
15579001,D004D11
13389134,﻿103
17723704,111
15579001,D004D13
15579001,D004D16
13791690,157
16964568,D005E06
13981314,175
14720992,180
18455484,178
16964568,D005E07
17670991,159
13312008,D002B25
13312008,D002B20
17522194,174
13312008,D002B22
13312008,D002B23
18245283,D005E03
18245283,D005E02
17482415,189
15682183,115
15682183,111
15668077,175
18746163,D001A06
11421522,198
15248750,182
18455484,161
18455484,160
12912042,149
11411900,146
17670991,166
17522194,181
17522194,185
15436519,D005E19
15436519,D005E17
16964568,D005E10
14130958,107
14400705,107
18610394,131
18610394,130
15171261,D005E26
15171261,D005E25
15171261,D005E23
15171261,D005E20
15171261,D005E21
17932104,D004D18
17932104,D004D17
17932104,D004D12
15139747,D001A08
15139747,D001A09
17397833,D002B02
17397833,D002B01
17397833,D002B07
17397833,D002B06
17397833,D002B05
13916618,D002B25
13916618,D002B26
13916618,D002B23
13916618,D002B24
15022326,D003C10
14197821,200
15022326,D003C12
13916618,D002B20
13162049,160
18610394,149
18610394,144
11027018,200
18487419,181
17458395,200
18539802,D001A07
18186664,D003C20
17529389,D004D06
17529389,D004D07
17529389,D004D03
18610394,115
13448497,108
18277700,D001A02
17320806,124
15022326,199
18277700,D001A07
15022326,D003C37
15022326,D003C32
