16716005,김이하,010-9408-2789,D003,22,1,서울특별시 중랑구 묵동 23,0,0
18796365,임홍성,010-7825-5935,D003,20,1,서울특별시 마포구 상암동  1676,0,0
14442978,오화진,010-9050-1074,D003,24,2,경기도 평택시 이충동  683,0,0
18419512,박수은,010-0038-9005,D003,20,1,경기도 오산시 고현동  92,0,0
18426005,민화진,010-7376-0287,D003,20,1,인천광역시 서구 마전동 산158-3,0,0
17810727,장이진,010-7536-3613,D003,21,1,대전광역시 유성구 용산동  662,0,0
12594011,송이호,010-4724-3891,D003,26,4,경상남도 거제시 문동동  601,0,0
13858150,송화성,010-0789-7807,D003,25,3,충청남도 아산시 배방읍 공수리  176-35,0,0
15826599,박한진,010-2450-8985,D003,23,3,충청남도 천안시 동남구 청당동 300,0,0
17255109,이하덕,010-3493-2683,D003,21,2,경기도 화성시 봉담읍 수영리  106,0,0
11420420,한하은,010-3681-1544,D003,27,4,대구광역시 달서구 유천동  327-1,0,0
13495831,장세덕,010-2959-5844,D003,25,4,부산광역시 사하구 다대동  1633,0,0
14294121,김하호,010-0085-8667,D003,24,2,경상남도 진주시 금산면 장사리  961,0,0
18635759,한동영,010-9634-5825,D003,20,1,경상북도 구미시 봉곡동  190,0,0
11444002,이세덕,010-0890-2690,D003,27,4,충청남도 아산시 배방읍 북수리 299-24,0,0
11345131,최가성,010-7944-3269,D003,27,4,경상북도 경주시 현곡면 금장리  339,0,0
11325844,문홍진,010-3667-8771,D003,27,4,전라북도 전주시 완산구 효자동3가  1614,0,0
11605639,이재덕,010-8462-9883,D003,27,4,경상남도 진주시 가좌동 669,0,0
16102585,민이호,010-5743-7896,D003,22,2,경기도 남양주시 와부읍 덕소리  259,0,0
17866032,임재은,010-5321-9016,D003,21,2,경기도 시흥시 장곡동  386-7,0,0
16722587,임가석,010-4318-2290,D003,22,1,서울특별시 강서구 내발산동  757,0,0
18580513,최화성,010-5131-2787,D003,20,1,경기도 부천시 원미구 원미동  13,0,0
17416649,최화석,010-9939-1269,D003,21,2,인천광역시 남동구 논현동  633-7,0,0
16240674,최이호,010-6202-2091,D003,22,2,충청남도 아산시 배방읍 북수리 257-4,0,0
12954712,최동호,010-8235-6047,D003,26,4,경기도 남양주시 진접읍 진벌리  611,0,0
16144315,박한석,010-0281-0619,D003,22,1,대구광역시 달서구 월성동  1317,0,0
14271607,박수화,010-7413-6487,D003,24,2,대구광역시 북구 태전동  1127,0,0
16448039,김한영,010-9227-1287,D003,22,1,인천광역시 서구 신현동  107-42,0,0
16355862,민가석,010-7157-3196,D003,22,1,전라남도 무안군 삼향읍 남악리  1579,0,0
16341735,김재화,010-8591-1957,D003,22,1,경기도 양주시 삼숭동 680-1,0,0
16705296,우재덕,010-3439-6946,D003,22,1,경기도 고양시 일산서구 가좌동  1097,0,0
18293818,정재은,010-1856-0218,D003,20,1,울산광역시 울주군 범서읍 구영리 213,0,0
18298110,이다연,010-0584-6743,D003,20,1,경기도 부천시 오정구 고강동  277-2,0,0
14485987,민하성,010-5562-0836,D003,24,2,인천광역시 부평구 십정동  128-4,0,0
12554089,전하하,010-1018-1375,D003,26,3,충청북도 충주시 연수동 1661,0,0
18321025,문하석,010-6969-5546,D003,20,1,충청남도 서산시 예천동  78-4,0,0
15741278,민다하,010-3600-1044,D003,23,3,경기도 동두천시 송내동  665,0,0
15039407,임하영,010-1520-1509,D003,23,2,경기도 의왕시 오전동  11-4,0,0
11350390,최재영,010-6079-7543,D003,27,4,경기도 의정부시 용현동  196,0,0
17317143,장다호,010-9989-5367,D003,21,1,경기도 의왕시 고천동  438-1,0,0
16875234,최한연,010-3109-0958,D003,22,1,서울특별시 은평구 응암동  114-12,0,0
17758630,오화석,010-1507-1891,D003,21,1,서울특별시 송파구 신천동  17-2,0,0
11574691,성수진,010-4247-8000,D003,27,4,경상북도 경주시 현곡면 오류리  191,0,0
11253811,전화은,010-7401-4414,D003,27,4,경기도 시흥시 능곡동  550,0,0
14393135,최수덕,010-6838-0786,D003,24,2,광주광역시 광산구 장덕동  1496,0,0
13810824,박동성,010-4154-9417,D003,25,3,부산광역시 기장군 정관면 용수리  1358,0,0
15353403,한수덕,010-6653-6699,D003,23,3,경상남도 김해시 지내동  15,0,0
14704164,전하영,010-4149-9014,D003,24,2,충청북도 청주시 흥덕구 복대동  3368,0,0
13428095,전세영,010-6978-8476,D003,25,3,충청북도 청주시 흥덕구 가경동  2066,0,0
17933969,김동연,010-6257-3255,D003,21,2,경기도 안산시 단원구 신길동  1549,0,0
17973313,성수성,010-1962-8704,D003,21,1,인천광역시 계양구 병방동  5-5,0,0
15623763,전하호,010-7030-7694,D003,23,3,광주광역시 광산구 수완동  924,0,0
11551956,서하성,010-0014-5080,D003,27,4,서울특별시 강서구 등촌동 718,0,0
18251173,전수성,010-0789-3412,D003,20,1,경상남도 창원시 의창구 동읍 신방리 868,0,0
18407415,민세영,010-3801-8057,D003,20,1,서울특별시 송파구 장지동  838-3,0,0
15010459,오세호,010-7845-0788,D003,23,3,충청남도 아산시 배방읍 장재리 1441,0,0
13633364,송다진,010-6750-8640,D003,25,3,충청남도 서산시 동문동 11,0,0
18336561,성다호,010-5922-5039,D003,20,1,서울특별시 은평구 구산동  산39-10,0,0
12507539,문하영,010-2387-0953,D003,26,3,경기도 용인시 기흥구 영덕동  1070,0,0
12192190,전가호,010-4841-1850,D003,26,3,인천광역시 남동구 서창동  543-7,0,0
12919424,송화은,010-4594-9721,D003,26,3,서울특별시 강서구 내발산동  758,0,0
16763427,오세화,010-0857-1183,D003,22,1,부산광역시 기장군 정관면 용수리  1357,0,0
13400008,오호덕,010-0075-7197,D003,25,3,경기도 성남시 분당구 삼평동  710,0,0
17361219,전가화,010-4472-3276,D003,21,1,서울특별시 은평구 진관동  24-16,0,0
15460840,정홍은,010-1432-8128,D003,23,2,경기도 남양주시 오남읍 양지리  80-4,0,0
11315229,이호호,010-2384-0804,D003,27,4,경기도 용인시 기흥구 공세동  693,0,0
15596202,장호화,010-0275-0844,D003,23,3,경기도 안산시 단원구 신길동  1551,0,0
13617160,한가은,010-2455-7372,D003,25,4,경기도 군포시 부곡동  1113,0,0
11432263,문가은,010-6852-4590,D003,27,4,경기도 군포시 산본동  212-5,0,0
11255532,전우덕,010-4533-5307,D003,27,4,경기도 오산시 양산동  667-3,0,0
13558017,장가덕,010-6857-4224,D003,25,4,경기도 고양시 덕양구 행신동 1097,0,0
16371161,최화은,010-1234-9720,D003,22,2,경상남도 김해시 율하동 1303,0,0
15769142,정세하,010-4151-4561,D003,23,3,경상남도 김해시 율하동 1293,0,0
14418252,한화연,010-6417-1514,D003,24,3,경기도 안성시 공도읍 만정리  789,0,0
16925320,한수석,010-6481-8680,D003,22,1,서울특별시 은평구 진관동  134-2,0,0
14265678,서재진,010-0315-9337,D003,24,3,경기도 성남시 분당구 판교동  518,0,0
14245270,김세연,010-2038-5202,D003,24,3,경기도 남양주시 진접읍 금곡리  1004,0,0
17254530,문홍성,010-1665-1674,D003,21,1,서울특별시 강동구 강일동  390-3,0,0
12937698,서하진,010-8121-6959,D003,26,3,대전광역시 유성구 상대동 138-14,0,0
12304810,문한영,010-0189-6329,D003,26,3,충청북도 청주시 흥덕구 복대동  288-9,0,0
13793259,임가영,010-8517-6095,D003,25,3,서울특별시 양천구 신정동  1274,0,0
